round,train_loss,Kappa,OA_total,MIoU_mean,F1_mean,OA_roads,MIoU_roads,F1_roads,OA_buildings,MIoU_buildings,F1_buildings,OA_low veg.,MIoU_low veg.,F1_low veg.,OA_trees,MIoU_trees,F1_trees,OA_cars,MIoU_cars,F1_cars,OA_clutter,MIoU_clutter,F1_clutter
38,0.11670791064575314,0.8890950939890242,91.76299485085,0.8220728654753812,0.8996115209867069,0.9208134685853385,0.8684366536817714,0.9295864025901109,0.9789118352069456,0.9449978771941223,0.9717212427577431,0.7986168098087649,0.6757584873803582,0.8065105950162813,0.9201618117083564,0.838644997166859,0.9122424377289958,0.8666437983010149,0.7825263119537954,0.8779969268404035,0.0,0.0,0.0
39,0.11551504453271627,0.8889063375499283,91.75784145822344,0.8230121372504448,0.899975301520348,0.9261184360472196,0.8690356002149243,0.9299294246883174,0.9842133806581551,0.947527645129719,0.9730569396529485,0.7726586534652101,0.6664594508821331,0.7998507860834485,0.9241797867399995,0.8385968123116762,0.9122139304237176,0.8838017985296986,0.7934411777137715,0.884825426753308,0.0,0.0,0.0
40,0.11342544139176607,0.8833517944603022,91.34854555251185,0.8176475408870824,0.8968876821658125,0.9283128987909953,0.8575119591466323,0.9232909160278953,0.9679618849308319,0.9349610409596253,0.9663874581122733,0.758015785248957,0.6622361085570007,0.7968014954649164,0.9352195430663182,0.8388328933481136,0.9123535873026307,0.8787102241772433,0.7946957024240396,0.885604953921346,0.0,0.0,0.0
41,0.11279028653353453,0.8872273765763422,91.62572566810964,0.8222865077943246,0.899747127585365,0.9283761745829053,0.8653486707189545,0.927814391274556,0.9751952213436716,0.9440926106330634,0.9712424248406916,0.7926427373041055,0.6720546427114086,0.8038668420807143,0.9148068640217084,0.8358863559967917,0.9106079505045926,0.8694619880680939,0.794050258911405,0.8852040292262707,0.0,0.0,0.0
42,0.11127354880422353,0.8752185220347507,90.73157527785752,0.8121345443350247,0.8940659035209275,0.933045470108953,0.8397395597610576,0.9128896047330979,0.9484088632988669,0.9163241923101524,0.9563352547415396,0.7897113387145116,0.6700906344410876,0.8024602026049205,0.9080689589233193,0.8361773792489321,0.9107806126998048,0.8887655790741003,0.7983409559138941,0.8878638428252749,0.0,0.0,0.0
43,0.10962558516114951,0.887878282967829,91.66695846597474,0.8232100465275044,0.9005236729295835,0.928660499358396,0.8657910741099667,0.9280686204622055,0.9704476182415207,0.9417123474211504,0.9699813143505714,0.8148840221723838,0.6812748579412491,0.8104265102441158,0.9075822489733106,0.8362787817588114,0.9108407612898657,0.8616934697364085,0.7909931714063445,0.8833011583011583,0.0,0.0,0.0
44,0.1079129785746336,0.8866739963844491,91.5829994611848,0.8214660350037735,0.8992395129810176,0.9261937841941651,0.8649704476032487,0.9275969479461278,0.9726764801499996,0.9433387581372058,0.9708433531593292,0.7922568909742964,0.6710434284523754,0.8031430147496015,0.9184687986596126,0.8351610659623179,0.9101774023571908,0.880391721651634,0.792816474863719,0.8844368466928384,0.0,0.0,0.0
45,0.10730194861069321,0.8875929585426663,91.65232418855986,0.8225906861340387,0.8997507225043139,0.9290201722808321,0.8676621217302186,0.9291424949245196,0.9762459415517061,0.9479981864205012,0.9733049989768966,0.7881197226040493,0.6670034217818457,0.8002424147022943,0.9164445587739827,0.8346853851512739,0.9098948429051253,0.881871439429098,0.7956043155863542,0.8861688610127335,0.0,0.0,0.0
46,0.10655784975737333,0.887034137079394,91.60619255643064,0.8213258061769073,0.8991014323558295,0.9227323486038217,0.8667113987152439,0.9285971032391556,0.973136746495955,0.9457827265900688,0.9721360084715391,0.797524382387493,0.6711612106972622,0.803227368372477,0.9189220444549668,0.8333761382883579,0.909116379213268,0.8868015900240118,0.789597556593604,0.8824303024827074,0.0,0.0,0.0
47,0.10523888741433621,0.8886445780248808,91.73598903701986,0.8218290682951107,0.8992335517331004,0.9296493917510431,0.8687114877156499,0.9297438298274497,0.9788070951089878,0.948556708584336,0.9735992844401031,0.7765553568906298,0.6666123506852686,0.7999608912188543,0.9239093417350367,0.8370615133722167,0.9113048281498838,0.8728249830168755,0.7882032811180826,0.8815589250292112,0.0,0.0,0.0
48,0.10476097875088454,0.8885441897819718,91.73055280176833,0.8216899079503157,0.8990922758968617,0.9277536157223691,0.8699572776437886,0.930456848447324,0.9796525763574676,0.9488226257038117,0.9737393369611019,0.7708696356163723,0.6644497663776887,0.7984017058366603,0.9288659066281791,0.8361991990672931,0.9107935560499589,0.8613437182617352,0.789020670958997,0.8820699321892639,0.0,0.0,0.0
49,0.10496135459840297,0.8879931473654648,91.68607862742131,0.8219622418614156,0.8993848393079429,0.9224952725282113,0.8675285832010444,0.9290659227437942,0.9766945905980641,0.9461613530241165,0.9723359798034092,0.778731599091883,0.667253107447365,0.8004220888440361,0.931081825549313,0.8374786971185338,0.9115520070320673,0.8673096713008737,0.7913894685160182,0.8835481981164073,0.0,0.0,0.0
50,0.10329495510458946,0.8885413925085981,91.73278725850543,0.8233311612687559,0.9000623724151964,0.9343305514880739,0.8691610862032744,0.9300012637955718,0.9782057615536349,0.949085034920945,0.973877504487063,0.7629587523383321,0.6621444332159323,0.7967351332216168,0.9282564947777707,0.8372203419341115,0.9113989463590828,0.876699153197872,0.7990449100695168,0.8882990142126479,0.0,0.0,0.0
51,0.10089509924128652,0.8869867404138774,91.6081045725753,0.822837934484179,0.9001783009730856,0.9333083560470531,0.8643101957073567,0.9272171527007286,0.9714186769666013,0.9410905531011788,0.9696513659268989,0.7920639678093919,0.673812162856823,0.8051227943125665,0.9132905052859706,0.8372578846678393,0.9114211909551375,0.8829812277621959,0.7977188760876963,0.887479000970096,0.0,0.0,0.0
52,0.10051411952078343,0.8897133214376975,91.81138356712633,0.8233685986974827,0.9003829079683012,0.9248042145007717,0.8702019243518626,0.9305967585863113,0.9781607675678925,0.9461283484953665,0.9723185515763727,0.790795153494493,0.6754437562510465,0.8062863987298643,0.9235528460466768,0.8379091935579478,0.9118069559637677,0.8751319975517396,0.7871597708311907,0.8809058749851898,0.0,0.0,0.0
53,0.10033497914671897,0.888608629109396,91.72895191251112,0.8246393186510079,0.901069577990979,0.926240824749993,0.8699141775712226,0.9304321963066016,0.9793204691102457,0.9469963712877025,0.9727767193129169,0.789719951355802,0.6699900275790633,0.8023880580296981,0.9178079385170144,0.8358330311720561,0.9105763073000521,0.8791272355508922,0.8004629856449953,0.889174609005626,0.0,0.0,0.0
54,0.09799365299195051,0.8900531130021839,91.8377840977391,0.8245309582187103,0.9009360641718167,0.9248853906811826,0.871394297709247,0.9312781371364774,0.981943212795552,0.9497562660866969,0.9742307616663564,0.7869608055920158,0.6704747877688899,0.8027355967034805,0.9225084001857602,0.8378075859131751,0.9117467925750049,0.8716546607746996,0.7932218536155419,0.8846890327777645,0.0,0.0,0.0
55,0.097678577542305,0.8889620936906903,91.76055109057044,0.8235812479526086,0.9004279687840693,0.9304911262986888,0.8675890194872894,0.9291005788045051,0.9747952543146743,0.9461892807063955,0.9723507267113951,0.7730221069276642,0.6697260904849641,0.8021987490061263,0.930882178857939,0.8392015199917581,0.9125715816019103,0.8841246460447817,0.7952003290926359,0.8859182077964092,0.0,0.0,0.0
56,0.09718395110219717,0.8898211157562409,91.81612966637299,0.8251391792244023,0.9014604139679936,0.9256638494369183,0.8707215773450867,0.930893819678723,0.9792332471624746,0.9476271356421639,0.9731093989196408,0.8014514023102549,0.6755824492328922,0.8063852059827726,0.9146247461732487,0.8370899376536054,0.9113216729310112,0.8696166858357379,0.7946747962482636,0.8855919723278195,0.0,0.0,0.0
57,0.09646281496807933,0.889533903691081,91.79527850806173,0.8247706310044076,0.9012337998741667,0.9299389201278421,0.8697178855716018,0.9303199079209915,0.9770761174689703,0.9476156930620736,0.9731033657592033,0.798205814566388,0.675045887597238,0.8060028594984397,0.913531128493248,0.8367375491981094,0.9111128038553095,0.8810374166818001,0.7947361395930155,0.8856300623368897,0.0,0.0,0.0
58,0.09522963316366076,0.8900619532057198,91.83685637392927,0.8246744637501454,0.9011316512503911,0.9266277645432851,0.8702612548191374,0.930630683362251,0.9795695956460574,0.9474339232151322,0.9730075171443643,0.7920467425268112,0.6737195170374043,0.8050566539726238,0.9198517560713537,0.8394406786844132,0.9127129658617638,0.8800217922072681,0.7925169449946394,0.8842504359109525,0.0,0.0,0.0
59,0.094844209484756,0.8884120709004201,91.71251875600157,0.8228365508389064,0.8999379985905215,0.9282007091467863,0.8687091412073251,0.929742485923812,0.9756665517844818,0.948086459373749,0.9733515212446271,0.7905777704283239,0.6696726018858542,0.802160376985854,0.9188910844207286,0.8356789393987701,0.9104848581772971,0.8807818290656927,0.7920356123288335,0.8839507506210174,0.0,0.0,0.0
60,0.09458616276457905,0.8892649791637406,91.77347699853063,0.8234128050565495,0.9003215521517236,0.9287393859542312,0.8700405576679341,0.930504479274966,0.9748867174988065,0.948101325752481,0.9733593558191987,0.799971406030916,0.6723756664513328,0.804096447872945,0.9161479343283039,0.8375983487872631,0.9116228792217217,0.8619490573525158,0.7889481266237364,0.8820245985697865,0.0,0.0,0.0
61,0.09401000590249896,0.8901432151751928,91.84066343566109,0.8253535034117132,0.9016259670903741,0.9244278900541487,0.8703542646347572,0.9306838614391804,0.9781358733544694,0.9465168740622943,0.9725236772152461,0.7994632601947835,0.6766735540925365,0.8071619576045278,0.919524626886058,0.8391111168354826,0.9125181280827906,0.8727980790572852,0.7941117074334951,0.8852422111101257,0.0,0.0,0.0
62,0.09334461287036538,0.8903960952393651,91.86096587927995,0.8256359307015361,0.9017184865102271,0.9312506439456619,0.8701991469299397,0.9305951704217504,0.9782144284279378,0.9494618921564942,0.974075867783391,0.7953088665419557,0.6748389016665829,0.8058552986738851,0.9155294165854725,0.838360010881563,0.9120738113526933,0.8727509971280023,0.7953197018731,0.8859922843194156,0.0,0.0,0.0
63,0.09303352031856775,0.8895283069487483,91.79500132228927,0.8242519075563466,0.9009141240617351,0.9279257508536508,0.8701424657459382,0.9305627583820113,0.9776499751887673,0.9469874004583697,0.972771986336866,0.7983925366295634,0.6749487490815026,0.8059336137319145,0.9151537985230243,0.8372435791833897,0.9114127148622548,0.8732419943905244,0.7919373433125332,0.8838895469956293,0.0,0.0,0.0
64,0.09231891940534115,0.8894564908770028,91.79358710916452,0.8239804835435981,0.9006485238163018,0.9331060400281828,0.8696298733318771,0.9302695530662497,0.9750390332046395,0.948640232427922,0.9736432786733106,0.7862187404184365,0.6712052586688627,0.8032589117191824,0.9212098999262422,0.8374798372993716,0.9115526824286182,0.8581421470704951,0.7929472159899565,0.8845181931941474,0.0,0.0,0.0
65,0.0909895055666566,0.8895321015328814,91.79865564900362,0.8253899088868849,0.9015117846911691,0.9318602978749533,0.8690798385377863,0.929954751657567,0.9785065205321019,0.9486626285610902,0.9736550746719981,0.7880611566432747,0.6707080936634499,0.802902788592773,0.9164709658620093,0.8384452937072404,0.9121242786795232,0.8819925072472541,0.8000536899648575,0.8889220298539839,0.0,0.0,0.0
66,0.09063503899425268,0.8891051103390107,91.7636567025924,0.8242797827347909,0.9008698568426275,0.9288482452936028,0.8694882801456406,0.9301885327442695,0.977953315789367,0.9485588971982809,0.9736004372894844,0.7953367714997365,0.6724165651133475,0.8041256934904548,0.9142026880594433,0.8357946627328686,0.9105535381486043,0.8828601599440398,0.7951405084838168,0.8858810825403253,0.0,0.0,0.0
67,0.08958859607949853,0.8902918094935511,91.85429079333113,0.8254591740501755,0.9015850099568514,0.9295896544080227,0.8711251688186247,0.9311244200393375,0.9771161326120281,0.9491118950448284,0.9738916451720689,0.7892872522573733,0.6735352758526818,0.8049251014556706,0.9223326564619966,0.8378435442335399,0.9117680847886939,0.8751050935921494,0.7956799863012023,0.8862157983284858,0.0,0.0,0.0
68,0.0889411394186318,0.8899768604896071,91.83257979344003,0.8250327869314725,0.9012799997687203,0.9296924775698766,0.8707928212038692,0.930934533566905,0.9788432378188465,0.9489332620172488,0.9737975953420311,0.7846794891670198,0.671094179295552,0.8031793630906561,0.9220251049454101,0.8379824869753009,0.91185034995011,0.8820194112068444,0.7963611851653923,0.8866381568938997,0.0,0.0,0.0
69,0.08952105462178588,0.8895249326311538,91.79497869487928,0.8254083942574815,0.9016060035803758,0.9323315360094414,0.868651254613047,0.9297093317639132,0.9756698710129381,0.9479699294461056,0.9732901058854184,0.7967564792900428,0.6740379652429724,0.8052839651640058,0.9137364663673864,0.8381449419171971,0.9119465204338092,0.8768874809150037,0.7982378800680847,0.8878000946547315,0.0,0.0,0.0
